Bedrooms,Bathrooms,Area_sqft,Location_Rating,Age_of_House,Garage,Price
3,2,3752,7,36,1,667801
2,3,3427,7,49,0,592229
3,3,3799,3,2,0,650164
2,3,1437,4,35,1,370090
5,3,3562,7,3,0,765758
2,3,2882,5,10,1,539321
4,1,1152,3,40,1,393164
1,2,780,1,32,0,199352
1,1,756,7,27,0,197121
5,3,2077,6,31,1,614814
4,2,1170,10,15,1,472131
3,1,1456,7,8,1,397945
4,1,2384,2,10,0,490244
1,3,2327,4,5,0,396500
1,1,1647,2,48,0,259312
4,1,2096,8,26,0,505160
4,1,2023,7,11,0,482162
1,1,3595,1,21,1,447097
3,1,1191,2,39,0,285199
5,3,2781,2,47,0,620052
5,3,1020,4,36,1,468258
4,1,2860,3,20,0,541530
5,3,3547,1,32,0,675340
1,3,3129,2,16,0,481956
1,2,947,9,28,1,297961
4,1,765,1,39,1,334827
4,3,1536,9,9,0,524241
4,3,947,7,17,0,452952
3,1,3496,2,46,0,530148
5,2,997,2,12,1,459068
4,1,1182,5,26,1,401102
2,2,3373,5,9,0,550483
2,1,2200,4,31,0,373292
1,1,3892,10,40,0,566828
5,1,907,10,44,0,431034
4,1,3638,3,2,1,623567
2,2,3445,4,21,1,565644
5,2,3366,10,26,0,740592
1,3,3113,4,2,1,519870
3,1,698,2,32,1,265537
5,2,1865,5,1,0,539372
5,2,757,5,10,0,437585
3,2,3257,5,45,0,563790
5,1,1153,10,9,0,510653
1,3,1250,1,38,1,256744
1,2,3567,6,32,0,517858
3,1,2874,2,6,0,484958
4,2,3070,7,14,0,642259
2,2,3743,4,25,0,563250
4,3,2890,5,10,1,660929
5,2,3177,5,37,0,648786
2,2,1668,5,26,0,344086
3,1,2095,2,38,1,393747
3,1,3018,5,6,0,540774
2,3,2478,3,0,0,452899
1,1,3299,4,9,0,441787
2,1,3336,2,20,1,495919
5,3,1333,4,14,0,486711
1,2,2550,9,29,0,441229
3,3,691,8,29,0,374711
2,1,3693,3,7,1,541504
4,3,2819,1,23,0,560509
4,2,2227,1,18,0,465056
5,3,1815,6,2,0,591672
4,1,1700,3,14,1,431349
2,1,1904,4,35,1,360884
2,3,1987,1,5,0,403660
4,2,778,8,41,0,415774
2,3,2885,1,49,1,471196
5,2,3806,5,47,0,718557
1,2,3524,6,17,1,527449
5,3,3549,2,37,1,706221
5,2,879,7,18,1,494464
2,1,1642,7,48,0,331273
1,3,2218,1,49,1,354582
2,2,3387,4,29,1,563919
3,1,970,4,12,0,310189
2,3,2400,5,38,0,477848
2,1,3783,1,11,0,502047
2,1,3517,1,33,1,485971
1,1,2303,7,11,1,397034
2,2,3666,9,43,0,598846
1,3,2868,1,23,1,459396
4,3,3567,2,3,0,657436
3,2,903,6,35,0,358721
1,3,1948,6,49,0,374876
4,1,2060,2,47,0,412666
1,3,3085,9,13,0,526652
1,2,1793,4,16,1,340938
3,1,3022,7,48,1,549644
5,2,3028,6,2,0,667033
5,1,3633,3,37,1,656685
1,1,2661,8,22,1,445464
2,3,3390,7,12,0,587708
4,1,1268,9,8,1,476467
2,2,1099,3,20,1,324916
2,3,2014,1,40,0,364812
1,2,2172,2,7,1,355469
1,1,3212,1,16,1,419147
1,2,1129,5,15,1,271849
1,2,2606,10,15,1,499000
5,1,3139,2,27,1,608536
1,3,1819,3,15,0,357527
5,2,1354,8,45,0,489350
5,1,2947,10,45,0,656231
1,3,1414,5,13,0,335952
3,3,3194,4,45,0,568246
4,3,1326,5,43,1,465952
2,2,1330,10,37,1,381567
5,2,1427,6,19,0,514685
4,2,3249,7,44,0,622589
3,3,1931,9,47,0,497401
2,2,2646,1,40,1,438872
2,1,3923,4,33,1,549563
5,2,3679,9,28,1,793596
1,2,3415,5,2,1,530575
3,3,1474,8,9,1,491592
5,2,3879,1,19,1,724949
3,1,3584,4,1,0,558778
1,3,2778,9,26,1,523648
1,1,2603,1,31,0,345541
5,3,2277,1,9,0,572468
1,3,1207,4,39,1,291987
4,2,2673,3,16,1,580971
2,1,2077,7,32,1,403036
5,3,1234,3,5,1,518638
3,2,1809,1,38,1,395387
4,3,1083,10,46,1,509337
5,3,3327,2,17,1,697098
1,3,1674,10,8,1,421078
1,3,2514,4,7,0,426041
1,3,2652,1,24,0,393356
1,3,1188,1,30,1,277960
3,2,3831,8,41,0,645435
4,3,2855,7,3,1,653383
2,1,2904,8,19,0,510246
3,2,1828,4,27,0,423864
3,1,2573,6,39,1,497025
2,3,2658,3,0,1,524284
2,1,1548,8,39,1,365246
1,3,2655,4,43,0,432280
3,3,3583,3,22,0,623595
5,2,2679,4,46,1,627600
2,2,2607,6,12,0,490236
2,3,3187,7,15,1,603809
4,2,2341,7,25,0,541351
5,1,3652,4,30,1,679128
5,2,986,8,49,0,450242
2,2,1851,7,0,1,431357
1,1,3287,2,16,1,443350
4,2,2390,8,15,1,609681
5,3,2098,9,36,0,625012
2,1,806,5,9,1,258290
5,3,3989,4,37,0,741402
4,1,2418,4,43,1,513338
4,3,2380,4,30,1,561094
3,3,3204,6,9,1,638351
2,2,2995,4,48,0,459252
4,3,1392,7,33,0,483221
3,2,2881,7,5,0,573368
3,1,2324,5,27,1,477310
5,3,3715,5,27,0,765206
5,3,1605,10,12,1,598927
3,1,3384,8,40,1,583956
5,1,1541,7,11,1,517372
4,3,1765,7,49,1,540063
1,1,2823,6,39,1,442560
4,2,2277,7,49,0,535909
3,1,1048,7,1,0,349619
3,1,1191,10,7,1,400983
4,3,681,2,41,1,358833
5,2,2782,10,8,0,691346
5,1,3503,2,49,1,650513
3,2,3848,10,7,1,706089
2,2,2006,7,2,1,432530
5,2,3914,10,8,1,809512
4,3,3812,7,12,0,727574
5,1,2080,7,8,1,585012
4,3,3087,5,30,0,632223
3,1,1679,1,24,0,350683
5,1,3344,2,43,0,608463
4,3,1018,9,44,0,449842
3,2,687,8,7,1,378020
2,2,3303,8,46,1,578552
4,1,3679,10,30,1,685108
2,3,814,1,44,0,253196
2,2,2358,6,44,0,452190
1,2,3199,9,30,0,510326
5,1,2120,8,16,1,586670
4,1,2317,3,46,1,493020
2,3,3150,4,18,1,556074
1,1,3346,3,2,0,451531
3,2,2892,6,45,0,535693
4,2,2101,9,29,1,578591
2,2,908,8,9,0,321303
5,2,830,10,48,0,463743
1,3,754,4,28,1,255407
2,3,1798,2,39,0,374600
5,1,3495,8,17,0,697175
2,1,714,8,11,1,281873
4,1,2013,6,48,0,457003
4,3,910,8,22,0,462313
4,2,1592,9,10,0,502670
1,1,2947,1,8,0,389876
4,2,1641,9,23,1,525880
5,1,3431,2,24,1,654967
2,1,611,1,24,0,190945
3,1,2027,8,46,1,455941
5,1,2879,8,8,1,678955
5,1,3602,4,11,1,683578
4,2,2613,8,10,0,586509
1,1,1329,7,48,0,267399
2,2,1901,2,37,1,389203
1,3,1976,5,27,1,409402
2,1,3665,10,7,1,604004
2,2,2636,4,9,1,489687
1,3,3646,3,24,0,535990
5,3,2950,1,46,1,650400
2,3,1140,5,35,0,327475
1,2,3117,10,49,0,489785
2,1,3460,8,42,0,521876
3,1,676,9,8,0,327199
5,2,3667,7,40,0,731939
4,1,623,1,7,0,299178
2,2,1638,1,2,0,339368
3,1,1275,1,17,1,340510
4,3,3172,2,45,0,620162
4,1,2994,1,34,1,543088
2,2,771,4,16,1,290896
1,2,2492,10,35,1,472496
2,3,3998,9,27,1,687117
3,2,3359,4,49,1,571461
4,1,1088,4,14,0,376201
2,1,2085,7,18,0,383310
1,3,3025,9,21,1,555680
2,2,3835,7,5,1,634826
5,3,3019,1,46,1,633802
1,1,3647,1,6,0,451312
3,3,3624,4,43,1,631563
4,2,1356,4,47,0,406067
2,3,3124,1,8,0,493535
1,2,3029,6,19,1,477472
5,2,754,10,36,0,467817
1,1,856,2,10,0,167043
5,1,2379,5,1,0,585010
3,1,1273,8,21,1,398725
4,2,2715,3,47,1,568002
3,3,2991,9,35,1,648395
2,2,3948,7,4,1,653793
1,1,1272,9,6,1,294460
5,1,3038,1,5,1,600427
5,3,2072,5,21,1,623678
1,1,858,3,9,1,216143
1,1,906,4,45,0,200940
2,1,1718,4,39,1,360179
3,3,3597,7,45,0,630121
5,2,3617,10,45,0,733088
2,1,845,8,19,1,285177
3,3,3380,10,27,0,651926
2,1,2258,5,22,0,379295
5,3,786,10,34,1,534637
1,1,2397,7,0,0,379747
1,3,1524,3,28,1,326439
3,1,1384,3,8,0,359701
4,2,2195,3,8,0,506866
3,1,3055,4,21,1,535745
4,3,3796,6,1,0,720453
2,1,1960,5,15,0,373580
2,2,940,8,39,1,333288
5,1,1162,5,5,1,478669
4,3,3849,5,12,0,704559
5,3,1250,10,32,0,562921
1,2,3599,2,18,1,485061
4,3,1793,5,14,0,507803
3,1,3710,7,32,1,632003
1,1,668,2,9,1,187282
1,1,3907,6,0,1,534178
3,3,2183,7,11,0,531420
1,1,3028,5,42,0,426929
4,1,2704,9,28,0,583572
5,1,1900,4,16,1,512160
1,2,3497,10,3,0,573414
4,3,1722,1,28,1,470131
2,3,1515,8,6,0,429670
4,3,2972,8,43,1,676890
5,2,1060,7,12,1,487601
4,3,2826,8,4,0,668419
3,2,1443,2,5,1,375317
5,2,1173,3,33,0,425602
2,3,718,9,6,0,347559
3,1,3196,1,45,0,474950
4,1,1245,8,27,0,407744
5,3,2078,8,45,0,608073
2,3,2673,7,9,1,529048
3,2,2113,5,3,0,456936
2,3,2631,4,2,1,503900
4,2,1631,10,24,0,504517
2,3,1568,10,22,1,461105
1,1,2610,10,26,1,464735
3,1,2139,10,13,0,505119
2,3,3180,6,37,1,553502
4,2,2796,1,31,0,516432
4,1,2111,5,22,0,486249
2,2,1648,4,46,0,326175
4,3,1254,4,39,1,465358
5,3,2554,7,36,1,680853
5,1,3592,9,2,1,748472
5,3,1154,8,34,1,535752
1,1,1024,8,12,0,238433
2,2,892,5,33,0,302543
1,1,1808,6,23,1,330945
4,1,3201,2,0,1,595443
1,2,1030,3,11,0,218145
4,1,3251,5,7,1,633375
4,1,916,2,18,0,316721
3,3,997,3,8,1,373812
5,2,1947,4,27,1,540471
4,1,2188,6,13,1,541504
3,2,1195,5,26,0,371712
5,2,3193,10,17,0,711092
4,1,2723,4,41,1,545281
4,3,3512,2,40,1,679554
1,2,2543,5,5,1,440293
1,1,1515,5,32,1,294975
5,2,3356,7,36,1,698468
4,3,3133,1,41,1,631482
2,3,3759,4,24,1,602113
1,3,3394,5,12,1,546139
5,1,1855,8,22,0,516403
4,1,3678,8,35,0,675644
4,3,3197,1,32,0,620577
2,1,1575,5,20,0,328498
5,3,1675,10,33,1,609319
4,1,3589,1,35,0,594783
1,3,3566,1,16,0,500041
2,2,1844,2,9,1,370542
5,3,2051,2,22,0,545876
2,3,1766,9,43,0,439962
1,1,2628,4,1,0,393403
5,1,962,3,34,0,380710
2,1,3029,1,13,0,451091
3,1,3948,2,46,1,585202
1,1,2918,6,44,1,416255
1,1,3685,9,40,1,521273
1,2,2945,5,1,0,461377
3,3,3651,4,18,0,625876
3,3,833,5,15,0,377859
4,3,3222,9,42,1,710605
2,2,2331,7,43,0,421743
4,3,626,8,24,0,426298
2,2,2094,4,0,0,406483
3,2,692,8,1,0,361402
3,2,3264,6,47,1,605938
4,3,908,5,26,1,418807
5,2,651,7,1,0,452019
4,3,918,6,29,1,437474
2,3,2592,3,9,1,505580
4,1,780,5,18,1,356203
1,1,2192,9,41,0,385192
2,2,3791,7,15,1,630589
2,2,3522,4,12,1,573531
5,3,3714,7,47,0,760883
3,2,1246,5,49,1,389835
2,2,2561,2,7,1,453493
3,3,1883,6,49,1,479539
4,2,2844,7,30,0,609317
1,2,3292,8,44,0,497904
5,3,3618,6,24,1,779952
3,3,2902,8,38,0,609440
2,1,2624,7,20,0,439606
3,3,3379,2,49,0,576656
2,1,935,6,37,1,289307
3,2,2176,9,40,1,502316
2,3,2125,6,28,0,463888
4,3,1589,4,5,1,505320
2,3,3547,7,17,0,624071
2,2,1878,3,48,0,357264
1,1,1113,5,43,1,257885
2,2,2629,1,34,0,409487
1,2,841,10,26,0,262295
5,3,2796,3,4,0,652683
1,1,2333,8,6,0,392738
4,2,3970,9,9,1,762509
1,3,3404,9,9,0,581487
5,2,3267,10,27,1,744343
4,2,3100,2,35,0,566196
3,3,2859,4,9,1,568964
3,3,1267,5,49,0,375837
1,1,1193,3,34,0,226941
1,2,2778,1,34,1,398590
5,3,3259,6,36,1,736059
5,3,855,10,47,0,487514
2,1,2102,2,19,0,365045
5,1,1160,9,12,0,481763
2,3,2710,1,10,0,458568
4,1,1934,9,44,0,499403
1,3,1006,7,18,1,306911
4,2,3449,10,27,1,729715
5,1,3776,2,37,0,656291
4,2,2460,6,44,1,564908
4,2,2662,8,3,1,606115
4,2,2310,2,36,0,491833
5,3,858,5,18,1,482206
4,2,1322,6,36,0,443536
2,2,1882,3,13,1,401121
5,2,1213,2,30,1,472564
4,3,3931,6,27,1,741380
5,2,2294,3,35,1,591771
3,2,3716,2,43,1,592321
2,1,2578,1,37,0,380416
4,3,1412,8,18,1,541990
3,2,2386,1,41,0,432522
3,1,930,5,0,1,344483
5,3,2812,6,22,1,675616
3,3,1816,3,27,1,453351
2,3,2144,7,47,0,457974
2,3,1997,2,3,1,420364
1,3,3736,7,40,1,566068
2,3,986,2,17,0,282127
3,2,2118,5,48,0,451355
2,2,2417,7,46,0,440644
5,2,2417,3,38,1,563015
1,2,2414,4,24,1,393533
3,1,3701,1,17,1,588357
1,2,3937,3,5,1,564498
3,3,2975,9,18,0,622768
5,2,2115,10,11,0,600757
1,2,1840,5,24,1,361967
4,3,919,8,34,0,450695
3,2,998,2,0,0,338598
4,2,2514,3,4,0,553235
1,2,704,7,0,1,281861
4,1,1295,10,7,0,469495
4,2,3664,4,38,1,664027
1,3,929,9,46,1,326261
5,3,1259,7,42,1,515611
4,2,3718,1,17,0,624385
4,2,3246,4,45,0,609826
5,2,1420,10,8,0,535924
4,3,2572,6,4,0,600749
4,3,3288,6,3,1,685762
4,1,2393,10,43,1,550360
2,1,2961,6,28,1,493623
5,1,3818,5,0,0,711744
4,3,1061,3,29,0,393777
5,1,2207,2,44,0,498798
3,2,3133,3,0,1,589146
3,2,2275,9,2,1,553975
4,3,3057,3,21,0,627647
5,1,2674,3,7,1,595316
5,2,3700,1,17,1,695620
5,3,870,2,24,0,417948
2,1,3333,3,47,0,452320
3,2,3148,2,19,1,542569
5,1,3924,8,30,0,744361
5,3,984,6,29,1,497236
2,1,659,7,15,0,252420
2,3,1730,1,1,1,399780
5,1,819,6,16,0,410646
1,2,2064,2,9,0,314156
5,3,3418,6,6,0,746512
5,3,2506,3,41,1,612936
2,3,3211,7,8,1,602811
2,1,2195,3,16,0,355858
5,1,3193,9,8,1,696639
5,2,695,3,8,1,437539
5,3,1588,7,36,0,552045
2,3,1712,4,23,0,386959
5,1,3475,8,38,0,675629
5,1,2545,2,10,1,560711
4,2,2878,8,7,0,634497
1,2,1567,9,24,1,360328
3,1,2922,8,45,1,556000
1,3,845,6,1,1,301512
4,2,2758,10,9,0,632245
3,1,833,1,23,0,275587
5,1,3949,7,47,1,742808
4,3,3064,1,15,1,619211
5,1,3325,7,18,0,689109
2,1,1751,2,30,0,301239
4,2,1860,8,10,0,539245
2,1,1402,2,5,0,285310
4,1,3266,3,5,0,593052
4,2,3799,3,31,0,647968
2,3,3354,1,38,0,521299
3,3,3498,5,47,0,608302
1,2,2017,5,12,0,343229
5,2,3122,10,2,1,739269
4,3,1254,5,40,0,429112
5,3,3042,9,34,0,737026
2,3,710,6,37,1,321828
5,3,689,6,16,0,458611
2,3,1362,3,2,0,341106
5,2,1903,5,33,1,562907
1,1,1956,10,11,0,367913
1,3,3895,7,23,1,597153
1,3,3772,3,5,1,576379
1,1,2779,2,41,0,366988
1,1,1636,5,10,1,312370
1,1,3104,3,47,1,415752
2,1,2064,5,26,1,393012
4,1,697,9,47,1,397107
5,1,1743,10,23,0,552971
1,2,892,1,17,1,216148
2,1,2439,4,26,1,404866
2,1,2334,10,40,0,444801
2,2,1624,5,20,1,383939
4,1,3219,2,33,0,569418
5,3,2897,2,32,1,638388
4,3,1251,1,47,0,402057
3,1,2796,8,17,1,567655
2,2,2691,2,2,0,459479
3,3,2506,3,23,1,519570
1,2,2321,2,0,0,380526
1,3,1667,4,5,0,333393
4,1,3749,1,18,0,620880
5,2,3897,3,21,0,738835
3,2,2809,5,42,0,539631
5,2,2416,10,7,1,670177
4,3,852,1,4,1,419959
1,3,731,4,8,0,238395
5,3,2507,6,46,0,622435
5,1,2510,4,20,1,564032
1,3,3121,7,27,1,545271
3,1,2279,7,45,0,465297
1,2,1732,6,3,1,367536
5,2,3353,9,23,0,740238
3,1,1658,2,7,0,363578
3,3,2525,10,16,0,586402
1,1,2922,8,33,1,471791
5,2,786,8,19,0,446220
4,2,1548,10,15,1,515159
5,1,2890,4,9,1,637367
2,3,863,6,33,1,350411
4,3,2597,6,42,1,625124
3,1,1121,5,9,0,324386
4,1,3610,1,29,0,599961
3,3,2164,3,29,1,493085
3,2,1382,7,24,0,417390
4,1,3758,8,45,1,667009
3,3,1134,2,42,0,351554
3,3,809,3,40,0,331759
2,2,2693,4,6,0,450509
5,2,2163,5,46,0,556679
5,2,625,3,19,0,387846
2,2,3937,5,16,0,593703
4,2,774,8,2,1,441826
1,1,2139,8,46,0,356451
1,3,1934,2,45,0,329800
1,1,921,6,39,0,204980
2,1,2202,4,35,1,382407
2,1,1758,9,25,0,387679
3,1,654,10,9,0,345968
1,1,2166,2,33,0,287006
4,2,2209,8,13,1,570295
4,2,3827,1,7,0,648620
1,3,2472,6,26,1,449412
1,1,3315,10,9,1,521323
1,3,2794,1,49,0,417834
2,2,2108,2,14,0,371148
2,2,3246,3,36,1,497175
2,2,2667,9,21,1,546139
5,1,3940,5,44,0,697748
4,1,932,10,49,0,382043
4,2,2178,10,30,1,588191
3,3,1506,2,1,1,432507
2,3,3591,10,44,1,636254
5,2,1510,5,30,1,517555
5,3,1000,5,13,0,490123
4,2,1549,1,9,1,458577
2,3,1929,3,29,0,415709
3,2,2675,5,35,1,530244
2,3,3114,9,46,1,596327
1,1,3931,10,39,0,534667
2,2,3629,1,14,0,523165
1,2,2510,8,13,0,421409
1,3,700,1,30,0,206416
3,2,1150,9,28,1,415236
4,2,3449,6,26,0,663265
2,2,3000,1,20,0,466125
1,1,3971,8,8,0,544029
2,1,2305,5,19,1,432411
4,3,2943,7,34,1,652619
4,1,952,7,14,0,403784
5,3,3555,7,23,1,760411
4,1,3801,6,48,1,677702
3,3,1618,8,15,0,461504
1,1,1779,9,35,1,349299
5,1,1697,2,10,0,469217
3,3,3761,7,7,0,697107
2,2,3102,2,2,0,473252
1,2,3359,6,18,1,535454
4,1,1579,2,45,0,377413
1,3,1955,10,40,1,452988
2,2,1338,6,2,1,389294
5,3,1576,2,35,1,500778
5,2,1971,1,24,1,535452
5,3,2880,7,35,0,669598
4,1,2401,3,10,0,483559
3,3,3671,4,15,1,678494
3,2,2749,6,16,0,544579
1,1,1552,5,41,1,297366
4,3,1080,4,23,1,439727
5,2,1837,9,16,0,560606
5,1,707,6,47,1,395098
2,3,3836,6,19,0,637984
2,2,1572,2,21,1,333044
5,3,2226,6,5,1,647466
5,3,1303,7,6,1,548136
4,1,2982,8,13,1,619142
3,1,2733,8,10,0,520986
2,2,3381,9,11,1,592956
3,1,1474,10,45,1,432693
4,2,2047,3,4,0,475191
5,3,3011,10,4,1,760306
3,3,2707,7,19,1,585128
5,2,1873,7,14,1,600072
5,3,1159,1,25,1,464960
1,1,716,8,32,1,222611
3,3,1473,4,29,1,434884
3,1,3562,5,23,0,583333
5,2,1567,6,22,1,520562
4,2,3646,3,8,0,668718
1,3,2168,5,2,1,418482
5,3,643,10,35,0,478503
2,1,1108,5,47,0,262396
2,1,2611,1,6,0,392206
1,3,1788,3,21,0,318655
4,3,1915,3,13,1,513432
5,2,1448,1,47,1,457000
3,2,2479,7,28,1,539096
1,2,1516,1,49,0,258750
4,3,3545,7,15,0,704238
3,3,1398,4,47,0,404076
2,3,1475,9,33,0,397704
2,2,2360,7,9,0,461508
3,3,2933,5,6,0,575679
1,1,3875,7,24,0,514073
2,3,3331,9,26,1,622515
5,3,1418,10,14,0,577366
3,3,2768,6,31,1,562432
3,3,1544,1,27,1,425747
2,3,3665,6,8,0,593444
1,1,3859,1,6,0,458740
5,1,1506,4,15,0,482542
1,3,612,8,25,0,282302
4,2,1202,5,34,1,433334
4,3,799,5,16,0,396084
2,3,3233,10,22,1,630263
2,3,2391,8,7,0,492778
2,2,1047,8,1,1,349368
4,2,2411,1,30,1,528754
1,2,1440,5,31,1,293491
1,1,3742,5,28,1,498346
2,2,1189,8,2,1,363190
5,1,1753,1,7,0,466349
1,1,3536,7,1,0,497944
4,2,2690,7,30,0,592882
3,2,1119,9,48,1,387928
3,2,1636,2,36,0,373844
3,1,1324,3,19,1,340834
5,3,3270,4,28,1,722845
2,2,1587,1,16,0,336040
4,2,1402,7,9,1,486098
5,2,3182,10,40,0,718261
4,1,2949,3,21,1,546527
4,1,1126,3,5,0,360183
2,3,2265,3,42,1,444591
3,2,1738,8,33,0,437233
2,1,1059,9,30,0,306777
5,3,3479,10,11,1,816981
5,2,3152,2,11,1,652219
5,1,3979,10,15,1,778216
2,2,1531,10,24,0,389451
4,2,2586,1,21,0,513748
4,1,924,9,26,1,426861
1,1,1178,6,23,0,265317
5,1,3408,9,11,0,700741
4,2,3846,6,17,1,735353
1,2,3498,2,44,0,446977
4,3,2137,1,46,0,505273
5,2,3843,8,15,0,768231
3,1,3607,3,3,1,591124
5,2,3149,1,11,0,644264
2,3,2600,8,48,1,518493
4,3,2981,1,32,0,567437
4,1,2931,8,21,0,588635
2,1,1074,1,17,0,242218
2,3,1677,9,47,0,407982
3,3,2081,9,32,0,515898
4,3,2202,9,26,1,607084
4,1,2043,3,41,0,432874
3,3,1231,4,18,0,401449
1,3,1302,5,47,0,303607
3,1,3056,6,13,0,541089
5,2,1581,9,24,1,585287
4,2,1927,4,33,0,464824
2,3,2558,6,23,0,482189
5,2,1158,1,37,0,424556
4,2,821,2,22,0,341555
3,2,2156,8,4,1,514794
5,2,2805,4,43,1,630622
4,3,947,10,35,0,474188
1,2,1782,7,23,0,334270
1,2,1488,4,35,0,282787
2,1,1521,9,4,0,350717
4,3,1858,9,38,0,533085
1,1,3309,4,5,1,481624
3,1,1004,8,44,1,338900
4,3,1880,6,35,0,529494
3,2,1276,1,44,0,342242
3,1,1188,7,3,0,370314
1,3,2220,1,9,1,372473
4,2,3205,3,0,0,595274
5,3,3552,8,20,0,760719
1,1,3718,9,39,1,542880
1,2,3884,3,38,1,532499
4,2,3126,1,36,0,582084
4,3,3134,1,2,0,605702
3,2,2194,7,46,0,459634
4,1,1165,5,30,0,367994
3,1,3171,1,26,1,508339
1,1,1303,6,16,1,266798
2,3,3677,6,22,0,591967
5,2,3468,4,12,1,703346
1,2,3815,7,46,0,542979
4,2,1457,7,26,1,499137
5,1,1884,9,19,0,538557
2,2,1184,1,45,0,268353
2,1,3333,5,12,1,542029
3,2,831,10,43,1,388859
5,1,2917,3,23,1,618845
3,2,3587,7,40,1,630793
1,3,3521,4,2,1,539834
5,3,1845,4,42,0,527016
1,1,651,1,9,0,145632
3,1,2763,1,0,1,487183
5,2,1137,10,48,0,505294
3,2,1140,2,12,0,344004
5,3,1642,2,13,0,510870
3,2,1414,1,32,0,364115
2,1,2015,8,1,1,427958
3,1,3438,6,1,0,581142
2,1,2252,6,38,0,402275
3,1,3265,10,40,0,592567
5,1,1018,10,30,0,449972
5,3,2956,9,3,1,760295
5,3,1463,5,33,0,507536
4,1,785,4,18,0,350768
1,2,860,6,36,0,222206
5,1,2151,8,8,1,590448
2,3,1896,1,23,1,414181
5,1,2807,7,12,0,629554
4,3,3517,8,43,0,717426
2,3,1361,9,29,1,419632
4,1,823,8,18,0,392572
2,1,1879,7,40,1,403009
3,2,779,3,9,0,328006
1,3,2667,2,41,0,391738
1,2,2247,3,43,1,352733
4,1,1231,4,13,0,397392
1,3,3881,4,39,0,534077
4,2,2136,6,47,0,499463
4,2,2705,7,48,1,588764
4,2,3764,4,19,1,678719
1,1,3892,10,3,0,559891
4,1,3370,6,37,0,594999
1,1,2563,9,43,0,402468
4,3,3903,6,49,0,704562
5,1,1214,3,38,1,443692
4,3,1161,1,4,1,433348
2,2,3021,10,41,1,580413
4,2,1221,10,31,0,457933
3,1,2735,5,5,0,511652
4,2,3691,10,13,1,735670
2,1,1613,10,5,0,394656
2,3,2661,3,13,0,491228
1,2,2780,8,11,1,500307
5,1,2560,10,26,0,626423
4,2,1657,1,25,1,448412
1,2,3539,2,11,0,494141
5,1,3879,3,7,0,679026
4,2,3870,3,9,0,654792
3,2,1191,8,15,0,396459
4,2,1182,5,25,0,426285
2,2,3826,8,7,1,635907
2,3,2213,6,40,1,455119
3,2,1701,2,44,0,382187
1,2,3843,4,28,0,501580
5,1,888,9,19,1,462541
4,3,2168,4,16,1,552947
2,1,3660,5,18,0,536816
1,1,3526,5,16,1,476229
3,1,2043,10,38,1,503567
2,3,606,8,0,1,339234
3,1,1783,6,28,0,387314
4,1,839,10,13,1,418173
5,1,2586,7,16,1,618481
2,2,2046,6,12,1,426880
2,1,3183,5,28,1,509855
4,3,2349,5,33,0,558336
1,3,2717,3,26,1,456032
5,2,2503,7,45,1,634877
2,3,2863,10,32,1,567937
5,3,3775,5,28,0,758455
2,2,1677,7,36,0,380580
5,1,3453,2,38,0,622455
3,2,2977,9,18,1,591760
2,1,1447,8,45,1,335150
5,1,3874,5,23,1,729702
1,3,1911,2,13,0,330663
3,2,2692,6,46,1,530405
3,3,3476,8,36,1,676107
1,3,2845,7,4,0,480161
5,1,1839,8,23,1,568589
4,3,2104,4,33,1,558658
1,2,1932,3,49,0,301757
5,3,3543,7,30,0,749540
1,3,2979,2,29,0,457650
1,1,1295,5,8,0,270813
2,2,626,7,26,0,296588
5,3,3837,1,27,1,732691
4,1,2965,4,41,0,559410
2,3,3945,2,25,1,605332
1,2,3012,6,17,1,483002
1,3,3774,1,35,0,524254
1,3,1559,7,7,0,361193
5,1,2126,3,17,1,520604
5,3,2468,1,19,1,615725
2,1,972,8,31,1,321511
4,2,2549,7,28,0,580646
2,3,844,2,48,1,287625
3,2,2440,7,47,0,520196
1,2,3840,3,17,1,546473
1,3,2276,9,6,1,491955
1,1,3125,8,0,1,499696
2,2,724,5,27,0,268190
2,2,1136,7,32,0,317724
1,3,3353,3,49,1,518624
2,3,2519,1,3,1,489150
5,3,2235,1,19,1,566272
5,3,2025,2,35,0,531141
2,3,2140,8,30,0,473678
1,3,1130,1,37,0,233661
2,1,3433,5,27,0,490871
2,2,853,9,2,0,331420
2,1,2768,9,5,1,520241
3,1,3703,2,44,1,587444
5,3,1260,7,22,1,549133
4,2,2401,1,6,0,490730
4,1,1660,3,35,1,408727
3,3,1965,6,0,0,515933
2,3,1636,9,5,0,435108
3,2,1806,10,23,1,499054
3,1,3936,2,36,1,590275
1,1,2735,7,44,0,383119
5,1,2693,4,35,0,564685
4,3,1742,2,23,1,474904
2,2,3580,3,37,0,521194
4,2,2154,6,44,0,502773
4,1,2355,10,28,0,542948
5,3,2565,9,36,1,699710
4,1,1344,8,44,0,427810
4,2,2229,10,31,0,576428
3,3,1566,9,24,0,457364
5,1,1362,4,9,0,443167
1,1,3409,4,34,0,432099
2,3,1393,9,24,0,414395
4,2,1343,8,26,0,473763
2,3,1669,2,44,1,393907
1,1,2131,8,31,1,371217
2,1,1157,1,11,1,278504
1,1,2594,9,3,0,411229
3,1,1125,9,41,1,393193
4,2,3244,8,25,1,663463
1,2,1439,5,2,0,288484
2,1,602,5,16,1,241005
4,2,1651,3,8,0,456364
